transaction_id,region,pricing_amount,consumer_rating,regional_demand_index,discount_percentage,price_z_score
TXN_000000,Chennai,296.7109806473193,3.302373714560328,68.82409385037356,15,0.8918554519080536
TXN_000001,Bangalore,50.88792690358429,1.6458313362569603,60.74289724835996,5,-0.7934335379469464
TXN_000002,Hyderabad,263.41138658731904,2.8869593500737563,63.54672722144095,10,0.6635634411251162
TXN_000003,Bangalore,111.92512197236825,3.2138871048393995,63.46826460726484,0,-0.3749808694340563
TXN_000004,Bangalore,118.94782963306888,3.281147754925562,52.43660639064663,15,-0.326835295944081
TXN_000005,Delhi,41.4905085346854,1.8404287716494072,38.90333770275363,15,-0.8578594144828245
TXN_000006,Hyderabad,32.605346310998506,3.969085569009147,45.36977006681767,25,-0.9187734168134003
TXN_000007,Hyderabad,215.25951521771583,1.1007963792842783,58.74914424602358,5,0.3334486800225902
TXN_000008,Hyderabad,122.9141621895275,2.4193274221726506,50.55832011724338,25,-0.2996433117680504
TXN_000009,Bangalore,106.13157562116967,4.120850594142534,50.58604713132558,15,-0.4146996823329803
TXN_000010,Chennai,216.1270401972557,3.2555716842216094,81.59101254823435,15,0.33939617060240723
TXN_000011,Hyderabad,237.55320484510776,2.044649730043441,70.30673755991847,25,0.4862875171458792
TXN_000012,Bangalore,45.958164614059925,3.779812477372191,56.97508840908032,15,-0.8272305068748435
TXN_000013,Delhi,161.32790193752706,3.269563776624293,68.06441934786531,10,-0.03629025488207091
TXN_000014,Chennai,41.81527992918121,4.184974437825549,54.95677673290919,0,-0.8556328793917171
TXN_000015,Delhi,228.77148317410243,3.9401007447592935,61.32868121023796,0,0.4260826721619554
TXN_000016,Chennai,180.4841150923916,3.4404316881449386,65.299543781027,0,0.09503898631620904
TXN_000017,Bangalore,490.6449178940487,2.952710701243256,54.988728386737456,10,2.221408251060331
TXN_000018,Mumbai,30.71763612627984,1.5327285026700936,51.77699342955485,15,-0.931714990607614
TXN_000019,Chennai,28.81205402372562,2.045332071541535,74.68718182162205,25,-0.9447790889002308
TXN_000020,Delhi,69.7319440392296,2.676397891668341,67.36935560637728,5,-0.6642446188456134
TXN_000021,Bangalore,65.51190970345748,3.3971971480255547,32.94466946048739,15,-0.6931759061865513
TXN_000022,Chennai,62.54928444435909,3.0548314208612197,51.98236883962068,10,-0.7134867747327935
TXN_000023,Mumbai,375.0758711324464,2.152738103838118,50.62473000366728,10,1.429101593449583
TXN_000024,Mumbai,63.061578284541,1.0258574311588422,52.54634293425123,0,-0.709974642102104
TXN_000025,Hyderabad,67.60777634812922,2.984956887603256,70.34882746510674,15,-0.6788072742511926
TXN_000026,Hyderabad,233.69183803957412,2.1425039542489723,60.2304716160443,0,0.45981514661735523
TXN_000027,Delhi,109.60461482975856,3.93843320284214,43.32444394973345,5,-0.3908895691217464
TXN_000028,Chennai,244.89295973876892,1.095785061081934,55.40142195649661,0,0.5366066711964856
TXN_000029,Chennai,30.14006581428877,3.3393112452231635,66.50085177139428,5,-0.9356746391143013
TXN_000030,Hyderabad,120.28902381556053,4.765896950024262,57.36425981359495,10,-0.31764047164022596
TXN_000031,Chennai,25.128728740692477,1.697637068445998,52.26388858603811,0,-0.9700308602496398
TXN_000032,Chennai,29.705292726594788,2.886597963002381,63.97463134486234,0,-0.9386553127599054
TXN_000033,Mumbai,375.3687677218226,1.365687967268553,79.41830987326892,25,1.4311096044547524
TXN_000034,Hyderabad,42.49186985696676,3.5027276490454105,65.53709799550222,10,-0.8509943821532422
TXN_000035,Bangalore,134.02794215933147,3.2021267223849024,75.61129815638039,25,-0.22345057584057634
TXN_000036,Hyderabad,99.4237132877842,2.6294620968513294,53.068629385621165,5,-0.4606867708657853
TXN_000037,Bangalore,84.00560833918048,3.085508085894965,59.89965466651128,5,-0.566388665454559
TXN_000038,Mumbai,365.137990551324,4.586298633876041,59.65737618557181,10,1.360970470388525
TXN_000039,Delhi,23.30975740325023,1.785177209244268,61.42414900881229,5,-0.9825011811620508
TXN_000040,Chennai,183.50275712490344,1.090258046821389,65.28623527657099,10,0.11573388902866626
TXN_000041,Mumbai,516.133246920255,4.446659538796403,48.97237054734266,5,2.396148575954541
TXN_000042,Chennai,143.2044290421278,3.308468329551626,67.76799222616174,15,-0.1605393391863957
TXN_000043,Delhi,434.2709679378679,4.56263382184737,40.4653687325374,0,1.8349253897952915
TXN_000044,Delhi,28.050925744373608,3.3877808936526903,43.97092004991982,15,-0.9499971556743765
TXN_000045,Mumbai,101.3973278445944,4.24064435983881,85.62751321407876,10,-0.44715626250965207
TXN_000046,Delhi,65.19775198260331,2.718693453420592,53.87855112625349,10,-0.6953296771204419
TXN_000047,Bangalore,216.85678446097103,3.999439725153075,68.75423221183442,15,0.344399077995834
TXN_000048,Delhi,616.8614268262523,4.652165867559424,80.37948470912347,0,3.0867107098896187
TXN_000049,Chennai,64.46404213754771,3.288491854888825,32.22652705465829,0,-0.7003597713479323
TXN_000050,Chennai,179.27318897450473,1.723140602249518,73.51495416186852,25,0.0867372407194351
TXN_000051,Chennai,53.11526227014195,2.0751904601207927,67.78732327511125,5,-0.778163595958969
TXN_000052,Chennai,144.97531132219376,1.7945783075896231,79.68476737119647,25,-0.14839870240122377
TXN_000053,Bangalore,113.52427522584829,1.987428110382932,45.82172206002447,0,-0.3640175552528313
TXN_000054,Hyderabad,556.3611696362173,2.225661797404145,77.41505588345535,15,2.671939126130622
TXN_000055,Mumbai,160.67591420566,3.220535147012754,51.12702682076772,5,-0.04076008685796663
TXN_000056,Chennai,84.50356651293659,3.351966517855331,72.65733377131988,15,-0.5629748138452046
TXN_000057,Delhi,38.17196653634302,2.7059989889674445,59.56774757094672,25,-0.880610341244999
TXN_000058,Chennai,44.59802955821544,3.4616831192833417,69.24922567722166,10,-0.8365551841149208
TXN_000059,Delhi,58.295191271132346,1.3262997024454637,60.58643019966184,15,-0.7426515592290851
TXN_000060,Delhi,63.34576783420548,1.35115294823264,37.92718098975925,25,-0.7080263239448465
TXN_000061,Chennai,305.18532413946656,1.6873178414306338,22.55347172467444,25,0.9499530044608486
TXN_000062,Bangalore,143.56452276751918,3.072309992161379,62.51898640780189,25,-0.1580706448085665
TXN_000063,Delhi,131.15879671781653,1.8559787147932545,56.835179548423824,10,-0.2431205748469288
TXN_000064,Delhi,38.285975951194686,2.1331376139703093,64.77865141704352,10,-0.879828726955114
TXN_000065,Chennai,315.0666746232631,2.6012513446919763,56.97415840987711,10,1.017696574161195
TXN_000066,Delhi,212.4601417810791,4.24746449604152,84.21692859261384,5,0.31425701691610797
TXN_000067,Delhi,30.510003907927448,1.0554485436514405,62.76644553393965,10,-0.9331384547058723
TXN_000068,Chennai,204.56553509036812,3.5975152809464896,54.63662726900802,10,0.26013396567063496
TXN_000069,Chennai,137.63754509260758,3.675506124162741,64.0483567961624,10,-0.1987042227684997
TXN_000070,Mumbai,32.78881182045024,4.194623121426546,54.855902437424334,15,-0.9175156324095849
TXN_000071,Bangalore,111.95661809100535,4.731011756241253,61.115162809367845,10,-0.3747649415088519
TXN_000072,Bangalore,119.44982276224026,1.0805513957971593,45.390237753169984,5,-0.32339378189285073
TXN_000073,Delhi,47.18773664327247,1.6151348220528647,59.89697757768474,25,-0.8188009305128731
TXN_000074,Bangalore,456.9795391099244,4.544685176223972,54.2657712475779,15,1.9906085301223237
TXN_000075,Delhi,304.5433712352028,2.834074248748061,46.52716049557584,0,0.9455519682476667
TXN_000076,Mumbai,185.8556585390327,3.258362555733854,83.7088304168717,10,0.13186467410783978
TXN_000077,Chennai,113.06693595033283,3.6521088148925895,46.99517556071801,25,-0.3671529359012954
TXN_000078,Chennai,99.5944507635266,3.7162664179825495,60.08357068130325,25,-0.45951624603647345
TXN_000079,Chennai,177.89110014710877,4.726961613266033,50.36630358061491,15,0.07726205501842197
TXN_000080,Bangalore,138.26112114556886,4.987797669646678,63.5644736505585,0,-0.1944291727258441
TXN_000081,Mumbai,29.644479504068983,3.880629843723761,44.707378386372994,5,-0.9390722299399645
TXN_000082,Bangalore,127.77056329010531,2.1488848368206037,70.08428188722661,25,-0.2663492851074932
TXN_000083,Bangalore,266.2969682552199,4.519009609177374,84.4338742363061,25,0.6833461219606994
TXN_000084,Mumbai,112.21692426983452,1.1968836581630464,49.92552915479196,25,-0.37298036056540085
TXN_000085,Mumbai,28.0032460262674,1.9243234114979848,74.60362635217585,25,-0.9503240334945812
TXN_000086,Mumbai,251.46201602168557,4.58954286985486,55.41744786725173,15,0.5816421471566788
